VCID	VC_taxonomy	VC_rank	VC_taxid	VC_linegae	VC_lifestyle	VC_host	VC_hostid	VC_host_lineage	VC_hostrange	lifestyle2
VC_221_20	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_21	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_22	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_23	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_31	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_32	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_34	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_35	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_37	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_4	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_40	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_42	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_46	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_47	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_49	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_50	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_51	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_55	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_56	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_60	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_63	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_67	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_73	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_74	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_75	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_77	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_78	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_84	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_85	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_86	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_88	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_89	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_91	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_93	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2210_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Bacteroides,Lachnospira,Eubacterium"	816;28050;1730	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Temperate+Virulent
VC_2211_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Eubacterium,Clostridiales,Lachnospira"	1730;186802;28050	Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;;;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;	Unknown;Unknown;Unknown;single-order;single-class;single-phylum	Temperate
VC_2212_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Lachnospira	28050	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2213_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Unassigned	Unassigned	Unassigned	Unassigned	Temperate
VC_2214_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Lachnospira,Eubacterium"	28050;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2215_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Lachnospira,Eubacterium"	28050;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Virulent
VC_2216_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Unknown	"Roseburia,Eubacterium,Clostridium,Kineothrix,Lachnospira"	841;1730;1485;2163168;28050	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2217_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Anaerostipes	207244	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2217_1	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Unassigned	Unassigned	Unassigned	Unassigned	Temperate
VC_2217_2	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Anaerostipes,Blautia"	207244;572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2218_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Eubacterium,Bacteroides,Lachnospira"	1730;816;28050	Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Temperate+Virulent
VC_2219_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Roseburia,Lactobacillus,Streptococcus"	841;1578;1301	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;|Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate+Virulent
VC_222_0	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Temperate	"Klebsiella,Cronobacter,Salmonella,Enterobacter"	570;413496;590;547	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;|Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;|Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;|Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2220_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Anaerobutyricum,Eubacterium,Lachnospira"	2569097;1730;28050	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerobutyricum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2221_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Dorea,Eubacterium"	189330;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Dorea;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_2223_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Blautia	572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2224_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Eubacterium	1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2224_1	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Roseburia,Ruminococcus"	841;1263	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2224_11	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Roseburia	841	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2224_13	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Ruminococcus	1263	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2224_14	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Ruminococcus,Eubacterium"	1263;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2224_15	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Roseburia,Ruminococcus"	841;1263	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_2224_17	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Roseburia,Ruminococcus"	841;1263	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_2224_18	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Roseburia,Ruminococcus"	841;1263	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2224_19	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Ruminococcus	1263	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2224_2	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Ruminococcus	1263	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2224_20	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Ruminococcus,Lachnospira"	1263;28050	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_2224_21	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Ruminococcus	1263	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2224_22	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Roseburia,Ruminococcus"	841;1263	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
