VCID	VC_taxonomy	VC_rank	VC_taxid	VC_linegae	VC_lifestyle	VC_host	VC_hostid	VC_host_lineage	VC_hostrange	lifestyle2
VC_2171_4	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2171_41	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2171_42	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2171_44	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2171_47	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2171_48	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2171_5	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2171_51	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Unknown	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2171_54	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2171_59	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2171_64	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2171_65	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2172_1	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2172_17	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2172_2	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2172_20	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2172_23	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2172_27	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2172_29	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2172_3	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2172_30	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2172_33	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2172_40	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2172_42	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2172_43	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_2172_49	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2174_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2174_1	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Prevotella	838	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2175_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Dialister	39948	Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2176_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Megasphaera,Mitsuokella"	906;52225	Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;|Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;	Unknown;corss-genus;corss-family;corss-order;single-class;single-phylum	Temperate+Virulent
VC_2177_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Megasphaera	906	Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2177_1	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Megasphaera,Mitsuokella,Selenomonas"	906;52225;970	Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;|Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;|Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;	Unknown;corss-genus;corss-family;corss-order;single-class;single-phylum	Temperate+Virulent
VC_218_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Escherichia,Leclercia"	561;83654	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;|Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2180_0	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_2181_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Megasphaera,Caecibacter"	906;1980685	Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;|Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Caecibacter;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2182_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Acidaminococcus,Mitsuokella,Dialister"	904;52225;39948	Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;|Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;|Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;	Unknown;corss-genus;corss-family;corss-order;single-class;single-phylum	Temperate+Virulent
VC_2183_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Succiniclasticum	40840	Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succiniclasticum;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2184_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_2185_0	Podoviridae	family	10744	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;;	Unknown	"Sutterella,Pseudomonas"	40544;286	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;|Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate+Virulent
VC_2187_0	Podoviridae	family	10744	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;;	Virulent	Sutterella	40544	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2188_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Unknown	Sutterella	40544	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2189_0	Podoviridae	family	10744	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;;	Unknown	Sutterella	40544	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_219_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_2190_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Virulent	Sutterella	40544	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2190_1	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Unknown	"Mesosutterella,Sutterella"	2494213;40544	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Mesosutterella;|Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2190_2	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_2191_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Sutterella	40544	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2191_1	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Pyramidobacter,Sutterella"	638847;40544	Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;|Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Temperate+Virulent
VC_2192_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Sutterella	40544	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2193_0	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Unknown	"Parasutterella,Sutterella,Streptomyces"	577310;40544;1883	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;|Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;|Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Temperate+Virulent
VC_2194_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Unknown	Sutterella	40544	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2195_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Unknown	"Parasutterella,Sutterella"	577310;40544	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;|Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2196_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2196_1	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2196_2	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2196_3	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Clostridium,Eubacterium"	1485;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_2196_4	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Clostridiales,Clostridium,Eubacterium"	186802;1485;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;;;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;Unknown;Unknown;single-order;single-class;single-phylum	Temperate
VC_2197_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_22_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Vagococcus	2737	Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_220_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Salmonella	590	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2202_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Roseburia,Clostridium"	841;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_2204_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Eubacterium	1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_2205_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Blautia	572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2206_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Roseburia,Blautia"	841;572511	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2207_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Eubacterium	1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_2208_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Fusicatenibacter,Prevotella"	1407607;838	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Fusicatenibacter;|Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Virulent
VC_2209_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Eubacterium,Lachnospira"	1730;28050	Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospira;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_221_0	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_116	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_118	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_120	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_126	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_129	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_136	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
VC_221_139	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_14	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_140	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_142	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_146	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_148	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_149	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_153	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_154	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_155	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_161	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_163	Herelleviridae	family	2560065	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Herelleviridae;;	Virulent	Bacteroides	816	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_221_2	Podoviridae	family	10744	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Virulent
